"","state","year","date","overall_max","so_max","gi_max","so_marriage_max","so_relationships_max","so_adoption_max","so_discrimination_max","so_religion_max","so_youth_max","so_health_safety_max","so_healthcare_max","so_crime_max","so_identity_max","gi_marriage_max","gi_relationships_max","gi_adoption_max","gi_discrimination_max","gi_religion_max","gi_youth_max","gi_health_safety_max","gi_healthcare_max","gi_crime_max","gi_identity_max","all_marriage_max","all_relationships_max","all_adoption_max","all_discrimination_max","all_religion_max","all_youth_max","all_health_safety_max","all_healthcare_max","all_crime_max","all_identity_max","overall","so","gi","so_marriage","so_relationships","so_adoption","so_discrimination","so_religion","so_youth","so_health_safety","so_healthcare","so_crime","so_identity","gi_marriage","gi_relationships","gi_adoption","gi_discrimination","gi_religion","gi_youth","gi_health_safety","gi_healthcare","gi_crime","gi_identity","all_marriage","all_relationships","all_adoption","all_discrimination","all_religion","all_youth","all_health_safety","all_healthcare","all_crime","all_identity","so_theme1_relationships_max","so_theme2_nondisc_max","so_theme3_identity_max","so_theme4_youth_max","so_theme5_healthcrim_max","gi_theme1_relationships_max","gi_theme2_nondisc_max","gi_theme3_identity_max","gi_theme4_youth_max","gi_theme5_healthcrim_max","theme1_relationships_max","theme2_nondisc_max","theme3_identity_max","theme4_youth_max","theme5_healthcrim_max","so_theme1_relationships","so_theme2_nondisc","so_theme3_identity","so_theme4_youth","so_theme5_healthcrim","gi_theme1_relationships","gi_theme2_nondisc","gi_theme3_identity","gi_theme4_youth","gi_theme5_healthcrim","theme1_relationships","theme2_nondisc","theme3_identity","theme4_youth","theme5_healthcrim","so_theme1_relationships_ord","so_theme2_nondisc_ord","so_theme3_identity_ord","so_theme4_youth_ord","so_theme5_healthcrim_ord","gi_theme1_relationships_ord","gi_theme2_nondisc_ord","gi_theme3_identity_ord","gi_theme4_youth_ord","gi_theme5_healthcrim_ord","theme1_relationships_ord","theme2_nondisc_ord","theme3_identity_ord","theme4_youth_ord","theme5_healthcrim_ord","overall_ord","so_ord","gi_ord","Region"
"216","Hawaii",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,29.75,13.5,16.25,0,3,0,3.5,0,3,0,2,2,0,0,1,0,3.5,0,3,0,4.5,2,2.25,0,4,0,7,0,6,0,6.5,4,2.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3,3.5,0,3,4,1,3.5,2.25,3,6.5,4,7,2.25,6,10.5,"Medium","High",NA,"High","High","High","High","Medium","High","High","Medium","High","Medium","High","High","High","High","High","West"
"217","Idaho",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,2.75,2.75,0,0,2.5,0,0.75,-0.5,0.5,0,0,-0.5,0,0,0,0,0.75,-0.5,0.5,0,-0.5,-0.5,0.25,0,2.5,0,1.5,-1,1,0,-0.5,-1,0.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,0.25,0,0.5,-0.5,0,0.25,0.25,0.5,-1,2.5,0.5,0.25,1,-1.5,"Fair","Fair",NA,"Low","Negative","Low","Low","Low","Low","Negative","Fair","Low","Low","Low","Negative","Low","Low","Low","West"
"218","Illinois",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,30,14.5,15.5,0,4,0,4.5,-1.5,4,0,2,1.5,0,0,1,0,4.5,-1.5,4,0,3.5,1.5,2.5,0,5,0,9,-3,8,0,5.5,3,2.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4,3,0,4,3.5,1,3,2.5,4,5,5,6,2.5,8,8.5,"Medium","High",NA,"High","High","High","High","Medium","High","High","Medium","High","Medium","High","High","High","High","High","Midwest"
"219","Indiana",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,7.5,6.25,1.25,0,4,0,1.25,-0.5,0.5,0,1,0,0,0,0,0,1.25,-0.5,0.5,0,1,-1,0,0,4,0,2.5,-1,1,0,2,-1,0,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4,0.75,0,0.5,1,0,0.75,0,0.5,0,4,1.5,0,1,1,"Medium","High",NA,"Low","Fair","Low","Fair","Low","Low","Low","Medium","Medium","Low","Low","Low","Low","Fair","Low","Midwest"
"220","Iowa",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,17,11,6,0,2.5,0,4.5,0,2.5,0,1,0.5,0,0,1,0,4.5,0,2.5,0,0.5,-0.5,-2,0,3.5,0,9,0,5,0,1.5,0,-2,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,4.5,0,2.5,1.5,1,4.5,-2,2.5,0,3.5,9,-2,5,1.5,"Fair","High",NA,"Medium","Fair","High","High","Negative","Medium","Low","Medium","High","Negative","Medium","Low","Medium","Medium","Fair","Midwest"
"221","Kansas",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,6.75,4.25,2.5,0,2.5,0,2.75,-2,0,0,0,1,0,0,0,0,2.75,-1.5,0,0,0,0,1.25,0,2.5,0,5.5,-3.5,0,0,0,1,1.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,0.75,0,0,1,0,1.25,1.25,0,0,2.5,2,1.25,0,1,"Fair","High",NA,"Low","Fair","Low","Medium","Fair","Low","Low","Fair","Medium","Fair","Low","Low","Low","Fair","Low","Midwest"
"222","Kentucky",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,7.75,6,1.75,0,3.25,0,1.25,-0.5,0.5,0,1,0.5,0,0,1,0,1.25,-0.5,0.5,0,1,-0.5,-1,0,4.25,0,2.5,-1,1,0,2,0,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3.25,0.75,0,0.5,1.5,1,0.75,-1,0.5,0.5,4.25,1.5,-1,1,2,"Medium","High",NA,"Low","Fair","High","Fair","Negative","Low","Low","Medium","Medium","Negative","Low","Low","Low","Fair","Low","South"
"223","Louisiana",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-2.5,1,-3.5,0,1.5,0,0,-0.5,-0.5,0,0.5,0,0,0,0,0,0,-0.5,-1,0,0,-1,-1,0,1.5,0,0,-1,-1.5,0,0.5,-1,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,-0.5,0,-0.5,0.5,0,-0.5,-1,-1,-1,1.5,-1,-1,-1.5,-0.5,"Fair","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Low","Negative","South"
"224","Maine",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,35,17.5,17.5,0,6,0,4.5,0,3.5,0,1.5,2,0,0,1,0,4.5,0,3.5,0,3.5,2,3,0,7,0,9,0,7,0,5,4,3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,6,4.5,0,3.5,3.5,1,4.5,3,3.5,5.5,7,9,3,7,9,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Northeast"
"225","Maryland",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,26.75,12.25,14.5,0,3.75,0,3.5,0,3.5,0,1,0.5,0,0,1,0,3.5,0,3.5,0,3.5,0.5,2.5,0,4.75,0,7,0,7,0,4.5,1,2.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3.75,3.5,0,3.5,1.5,1,3.5,2.5,3.5,4,4.75,7,2.5,7,5.5,"Medium","High",NA,"High","Fair","High","High","Medium","High","Medium","Medium","High","Medium","High","Medium","High","High","High","South"
"226","Massachusetts",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,32.5,15.25,17.25,0,5.5,0,4.5,0,3.5,0,1,0.75,0,0,1,0,4.5,0,4,0,4.5,0.75,2.5,0,6.5,0,9,0,7.5,0,5.5,1.5,2.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5.5,4.5,0,3.5,1.75,1,4.5,2.5,4,5.25,6.5,9,2.5,7.5,7,"High","High",NA,"High","Fair","High","High","Medium","High","High","High","High","Medium","High","Medium","High","High","High","Northeast"
"227","Michigan",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,13.5,6.5,7,0,2.5,0,2.75,-1,1.25,0,1.5,-0.5,0,0,1,0,2.75,-1,1.25,0,3.5,-0.5,0,0,3.5,0,5.5,-2,2.5,0,5,-1,0,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,1.75,0,1.25,1,1,1.75,0,1.25,3,3.5,3.5,0,2.5,4,"Fair","High",NA,"Fair","Fair","High","High","Low","Fair","Fair","Medium","High","Low","Fair","Fair","Fair","Fair","Fair","Midwest"
"228","Minnesota",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,30,13.5,16.5,0,3.5,0,4.5,0,3,0,1.5,1,0,0,1,0,4.5,0,2.5,0,4,1,3.5,0,4.5,0,9,0,5.5,0,5.5,2,3.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3.5,4.5,0,3,2.5,1,4.5,3.5,2.5,5,4.5,9,3.5,5.5,7.5,"Medium","High",NA,"High","Medium","High","High","High","Medium","High","Medium","High","High","Medium","Medium","High","High","High","Midwest"
"229","Mississippi",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-3.5,-1.5,-2,0,2,0,0,-3.5,-0.5,0,1,-0.5,0,0,0,0,0,-2.5,-0.5,0,0,-0.5,1.5,0,2,0,0,-6,-1,0,1,-1,1.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,-3.5,0,-0.5,0.5,0,-2.5,1.5,-0.5,-0.5,2,-6,1.5,-1,0,"Fair","Negative",NA,"Negative","Low","Low","Negative","Fair","Negative","Negative","Fair","Negative","Fair","Negative","Low","Negative","Negative","Negative","South"
"230","Missouri",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,1.25,3.5,-2.25,0,2.5,0,1,-0.5,-0.5,0,0.5,0.5,0,0,0,0,0.5,-0.5,-1,0,-0.5,0.5,-1.25,0,2.5,0,1.5,-1,-1.5,0,0,1,-1.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,0.5,0,-0.5,1,0,0,-1.25,-1,0,2.5,0.5,-1.25,-1.5,1,"Fair","Medium",NA,"Negative","Fair","Low","Low","Negative","Negative","Low","Fair","Low","Negative","Negative","Low","Low","Low","Negative","Midwest"
"231","Montana",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,9,5,4,0,4,0,0.5,0,0.5,0,0.5,-0.5,0,0,0,0,0.5,0,0,0,3,-0.5,1,0,4,0,1,0,0.5,0,3.5,-1,1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4,0.5,0,0.5,0,0,0.5,1,0,2.5,4,1,1,0.5,2.5,"Medium","Medium",NA,"Low","Low","Low","Fair","Fair","Low","Fair","Medium","Fair","Fair","Low","Low","Fair","Fair","Low","West"
"232","Nebraska",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,3.5,5,-1.5,0,2,0,2,0,0,0,0.5,0.5,0,0,0,0,2,0,0,0,-1.5,-0.5,-1.5,0,2,0,4,0,0,0,-1,0,-1.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,2,0,0,1,0,2,-1.5,0,-2,2,4,-1.5,0,-1,"Fair","High",NA,"Low","Fair","Low","High","Negative","Low","Negative","Fair","High","Negative","Low","Negative","Low","Fair","Negative","Midwest"
"233","Nevada",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34.5,15.5,19,0,3.5,0,4.5,0,4,0,2,1.5,0,0,1,0,4.5,0,4,0,4,1.5,4,0,4.5,0,9,0,8,0,6,3,4,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3.5,4.5,0,4,3.5,1,4.5,4,4,5.5,4.5,9,4,8,9,"Medium","High",NA,"High","High","High","High","High","High","High","Medium","High","High","High","High","High","High","High","West"
"234","New Hampshire",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,25.25,12.5,12.75,0,3,0,3.5,0,3.5,0,1.5,1,0,0,1,0,3.5,0,3.5,0,3.5,1,0.25,0,4,0,7,0,7,0,5,2,0.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3,3.5,0,3.5,2.5,1,3.5,0.25,3.5,4.5,4,7,0.25,7,7,"Medium","High",NA,"High","Medium","High","High","Low","High","Medium","Medium","High","Low","High","Medium","High","High","Medium","Northeast"
"235","New Jersey",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,32,15,17,0,5,0,4.5,0,3.5,0,0.5,1.5,0,0,1,0,4.5,0,3.5,0,3,1.5,3.5,0,6,0,9,0,7,0,3.5,3,3.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5,4.5,0,3.5,2,1,4.5,3.5,3.5,4.5,6,9,3.5,7,6.5,"High","High",NA,"High","Medium","High","High","High","High","Medium","High","High","High","High","Medium","High","High","High","Northeast"
"236","New Mexico",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,26.5,13,13.5,0,4,0,4.5,-0.5,3.5,0,0.5,1,0,0,1,0,4.5,-0.5,2.5,0,2,1,3,0,5,0,9,-1,6,0,2.5,2,3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4,4,0,3.5,1.5,1,4,3,2.5,3,5,8,3,6,4.5,"Medium","High",NA,"High","Fair","High","High","High","Medium","Fair","Medium","High","High","High","Fair","High","High","High","West"
"237","New York",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34.75,17.5,17.25,0,5,0,4.5,0,4,0,2,2,0,0,1,0,4.5,0,4,0,3.5,2,2.25,0,6,0,9,0,8,0,5.5,4,2.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5,4.5,0,4,4,1,4.5,2.25,4,5.5,6,9,2.25,8,9.5,"High","High",NA,"High","High","High","High","Medium","High","High","High","High","Medium","High","High","High","High","High","Northeast"
"238","North Carolina",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,4.75,4.25,0.5,0,2,0,0.5,-0.5,1.75,0,1,-0.5,0,0,0,0,0.5,0,1.75,0,0,-0.5,-1.25,0,2,0,1,-0.5,3.5,0,1,-1,-1.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,0,0,1.75,0.5,0,0.5,-1.25,1.75,-0.5,2,0.5,-1.25,3.5,0,"Fair","Low",NA,"Fair","Low","Low","Fair","Negative","Fair","Negative","Fair","Low","Negative","Fair","Low","Low","Fair","Low","South"
"239","North Dakota",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,7,5.75,1.25,0,2,0,3.5,-1,1.25,0,0.5,-0.5,0,0,0,0,3.5,-1,0.75,0,-0.5,-0.5,-1,0,2,0,7,-2,2,0,0,-1,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,2.5,0,1.25,0,0,2.5,-1,0.75,-1,2,5,-1,2,-1,"Fair","High",NA,"Fair","Low","Low","High","Negative","Low","Negative","Fair","High","Negative","Fair","Negative","Low","Fair","Low","Midwest"
"240","Ohio",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,3.75,3.75,0,0,2.5,0,1.25,0,0.5,0,0.5,-1,0,0,0,0,1.25,0,0,0,-1,-1,0.75,0,2.5,0,2.5,0,0.5,0,-0.5,-2,0.75,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,1.25,0,0.5,-0.5,0,1.25,0.75,0,-2,2.5,2.5,0.75,0.5,-2.5,"Fair","High",NA,"Low","Negative","Low","Medium","Low","Low","Negative","Fair","High","Low","Low","Negative","Low","Fair","Low","Midwest"
"241","Oklahoma",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-1,2,-3,0,3.5,0,0,-1.5,-0.5,0,1,-0.5,0,0,0,0,0,-1.5,-0.5,0,0.5,-0.5,-1,0,3.5,0,0,-3,-1,0,1.5,-1,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3.5,-1.5,0,-0.5,0.5,0,-1.5,-1,-0.5,0,3.5,-3,-1,-1,0.5,"Medium","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Low","Medium","Negative","Negative","Negative","Low","Negative","Low","Negative","South"
"242","Oregon",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,31.5,14.5,17,0,5,0,3.5,0,3.5,0,1.5,1,0,0,1,0,3.5,0,3.5,0,4,1,4,0,6,0,7,0,7,0,5.5,2,4,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5,3.5,0,3.5,2.5,1,3.5,4,3.5,5,6,7,4,7,7.5,"High","High",NA,"High","Medium","High","High","High","High","High","High","High","High","High","Medium","High","High","High","West"
"243","Pennsylvania",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,16,6.75,9.25,0,3,0,2.75,-0.5,1,0,1,-0.5,0,0,0,0,2.75,-0.5,1,0,4,-0.5,2.5,0,3,0,5.5,-1,2,0,5,-1,2.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,3,2.25,0,1,0.5,0,2.25,2.5,1,3.5,3,4.5,2.5,2,4,"Medium","High",NA,"Fair","Low","Low","High","Medium","Fair","Medium","Fair","High","Medium","Fair","Fair","Fair","Fair","Medium","Northeast"
"244","Rhode Island",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,32.75,15.75,17,0,4.75,0,4.5,-0.5,3,0,2,2,0,0,1,0,4.5,-0.5,2.5,0,4.5,2,3,0,5.75,0,9,-1,5.5,0,6.5,4,3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4.75,4,0,3,4,1,4,3,2.5,6.5,5.75,8,3,5.5,10.5,"High","High",NA,"High","High","High","High","High","Medium","High","High","High","High","Medium","High","High","High","High","Northeast"
"245","South Carolina",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-0.5,1,-1.5,0,2,0,0,-1.5,0,0,1,-0.5,0,0,0,0,0,-1.5,0,0,0.5,-0.5,0,0,2,0,0,-3,0,0,1.5,-1,0,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,-1.5,0,0,0.5,0,-1.5,0,0,0,2,-3,0,0,0.5,"Fair","Negative",NA,"Low","Low","Low","Negative","Low","Low","Low","Fair","Negative","Low","Low","Low","Negative","Low","Negative","South"
"246","South Dakota",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-2.5,0,-2.5,0,2.5,0,0,-1,-0.5,0,0,-1,0,0,1,0,0,-1,-0.5,0,0,-1,-1,0,3.5,0,0,-2,-1,0,0,-2,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,-1,0,-0.5,-1,1,-1,-1,-0.5,-1,3.5,-2,-1,-1,-2,"Fair","Negative",NA,"Negative","Negative","High","Negative","Negative","Negative","Negative","Medium","Negative","Negative","Negative","Negative","Negative","Low","Negative","Midwest"
"247","Tennessee",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-4,0.25,-4.25,0,2.75,0,-1,-2.5,1,0,0,0,0,0,1,0,-1,-2.5,1,0,-1.5,-0.25,-1,0,3.75,0,-2,-5,2,0,-1.5,-0.25,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.75,-3.5,0,1,0,1,-3.5,-1,1,-1.75,3.75,-7,-1,2,-1.75,"Fair","Negative",NA,"Fair","Low","High","Negative","Negative","Fair","Negative","Medium","Negative","Negative","Fair","Negative","Negative","Low","Negative","South"
"248","Texas",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-1.5,1.5,-3,0,2,0,0,-1.5,-1,0,1,1,0,0,0,0,0,-1.5,-1,0,-0.5,0,0,0,2,0,0,-3,-2,0,0.5,1,0,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,-1.5,0,-1,2,0,-1.5,0,-1,-0.5,2,-3,0,-2,1.5,"Fair","Negative",NA,"Negative","Medium","Low","Negative","Low","Negative","Negative","Fair","Negative","Low","Negative","Low","Negative","Low","Negative","South"
"249","Utah",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,13.75,7,6.75,0,1.5,0,2.5,0,3,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,1.75,0,1.5,0,5,0,5.5,0,0,0,1.75,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,2.5,0,3,0,0,2.5,1.75,2.5,0,1.5,5,1.75,5.5,0,"Fair","High",NA,"High","Low","Low","High","Fair","Medium","Low","Low","High","Fair","Medium","Low","Fair","Fair","Fair","West"
"250","Vermont",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34,16.5,17.5,0,5.5,0,4.5,0,3.5,0,2,1,0,0,1,0,4.5,0,4,0,4,1,3,0,6.5,0,9,0,7.5,0,6,2,3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5.5,4.5,0,3.5,3,1,4.5,3,4,5,6.5,9,3,7.5,8,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Northeast"
"251","Virginia",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,18.75,7.5,11.25,0,1.5,0,4.5,-1.5,2,0,0.5,0.5,0,0,0,0,4.5,-1.5,2,0,2.5,0.5,3.25,0,1.5,0,9,-3,4,0,3,1,3.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,3,0,2,1,0,3,3.25,2,3,1.5,6,3.25,4,4,"Fair","High",NA,"Medium","Fair","Low","High","High","Medium","Fair","Low","High","High","Medium","Fair","Medium","Medium","Medium","South"
"252","Washington",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34.25,15.25,19,0,4.25,0,4.5,0,3.5,0,1.5,1.5,0,0,1,0,4.5,0,4,0,4,1.5,4,0,5.25,0,9,0,7.5,0,5.5,3,4,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4.25,4.5,0,3.5,3,1,4.5,4,4,5.5,5.25,9,4,7.5,8.5,"Medium","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","West"
